,NAME,ADDRESS,CITY,STATE,ZIP,OWNER,BEDS,RATING
1283,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,IN,47630,PROPRIETARY,74.0,4.1
1284,ST VINCENT WILLIAMSPORT HOSPITAL INC,412 N MONROE ST,WILLIAMSPORT,IN,47993,NON-PROFIT,16.0,2.5
1285,RICHMOND STATE HOSPITAL,498 NW 18TH ST,RICHMOND,IN,47374,GOVERNMENT - STATE,30.0,3.9
1286,ST VINCENT SALEM HOSPITAL INC,911 N SHELBY ST,SALEM,IN,47167,NON-PROFIT,25.0,2.1
1287,REGENCY HOSPITAL OF NORTHWEST INDIANA,"4321 FIR ST,4TH FL",EAST CHICAGO,IN,46312,PROPRIETARY,220.0,4.8
1288,REGIONAL MENTAL HEALTH CENTER,8555 TAFT ST,MERRILLVILLE,IN,46410,PROPRIETARY,16.0,2.4
1289,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,IN,46312,NON-PROFIT,220.0,3.0
1290,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,NON-PROFIT,215.0,2.8
1291,VIBRA HOSPITAL OF NORTHWESTERN INDIANA,9509 GEORGIA ST,CROWN POINT,IN,46307,PROPRIETARY,40.0,3.2
1292,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,47882,GOVERNMENT - LOCAL,25.0,4.0
1293,RIVER BEND HOSPITAL,2900 N RIVER RD,WEST LAFAYETTE,IN,47906,NON-PROFIT,16.0,2.7
1294,SYCAMORE SPRINGS,833 PARK EAST BLVD,LAFAYETTE,IN,47905,PROPRIETARY,48.0,3.0
1295,ST VINCENT DUNN HOSPITAL INC,1600 23RD ST,BEDFORD,IN,47421,NON-PROFIT,25.0,5.0
1296,ST. VINCENT ANDERSON REGIONAL HOSPITAL,2015 JACKSON ST,ANDERSON,IN,46016,NON-PROFIT,195.0,2.5
1297,ST VINCENT MERCY HOSPITAL,1331 S A ST,ELWOOD,IN,46036,NON-PROFIT,25.0,2.1
1298,SCOTT COUNTY MEMORIAL HOSPITAL AKA SCOTT MEMORIAL,1451 N GARDNER ST,SCOTTSBURG,IN,47170,GOVERNMENT - LOCAL,25.0,2.1
1299,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,46545,NON-PROFIT,294.0,2.8
1300,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,46545,PROPRIETARY,29.0,4.7
1301,WOODLAWN HOSPITAL,1400 E 9TH ST,ROCHESTER,IN,46975,GOVERNMENT - LOCAL,25.0,3.2
1302,RIVERVIEW HOSPITAL,395 WESTFIELD RD,NOBLESVILLE,IN,46060,GOVERNMENT - LOCAL,162.0,2.6
1303,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,46032,NON-PROFIT,107.0,3.3
1304,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,INDIANAPOLIS,IN,46290,PROPRIETARY,107.0,5.0
1305,SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,46563,NON-PROFIT,48.0,2.9
1306,"ST VINCENT SETON SPECIALTY HOSPITAL, INDIANAPOLIS",8050 TOWNSHIP LINE RD,INDIANAPOLIS,IN,46260,NON-PROFIT,74.0,3.6
1307,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,47274,GOVERNMENT - LOCAL,93.0,3.5
1308,SOUTHERN INDIANA REHABILITATION HOSPITAL,3104 BLACKISTON BLVD,NEW ALBANY,IN,47150,NON-PROFIT,60.0,3.1
1309,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,NON-PROFIT,384.0,2.8
1310,MINIDOKA MEMORIAL HOSPITAL,1224 8TH STREET,RUPERT,ID,83350,GOVERNMENT - LOCAL,25.0,3.4
1311,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 12TH AVENUE ROAD,NAMPA,ID,83686,NON-PROFIT,152.0,N/A
1312,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON AVENUE,CALDWELL,ID,83605,PROPRIETARY,150.0,4.4
1313,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,GOVERNMENT - DISTRICT/AUTHORITY,292.0,N/A
1314,NORTH CANYON MEDICAL CENTER,267 NORTH CANYON DRIVE,GOODING,ID,83330,NON-PROFIT,18.0,4.3
1315,ASSURANCE PSYCHIATRIC HOSPITAL,900 NORTH HIGH SCHOOL ROAD,INDIANAPOLIS,IN,46214,PROPRIETARY,23.0,3.2
1316,INTERMOUNTAIN HOSPITAL,303 NORTH ALLUMBAUGH STREET,BOISE,ID,83704,PROPRIETARY,155.0,2.1
1317,ST. JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,83501,NON-PROFIT,145.0,N/A
1318,FRANKLIN COUNTY MEDICAL CENTER,44 NORTH FIRST EAST STREET,PRESTON,ID,83263,GOVERNMENT - LOCAL,20.0,3.6
1319,LOST RIVERS MEDICAL CENTER,551 HIGHLAND DRIVE,ARCO,ID,83213,GOVERNMENT - DISTRICT/AUTHORITY,14.0,3.8
1320,SYRINGA HOSPITAL & CLINICS,607 WEST MAIN,GRANGEVILLE,ID,83530,GOVERNMENT - DISTRICT/AUTHORITY,16.0,N/A
1321,WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,GOVERNMENT - DISTRICT/AUTHORITY,25.0,3.6
1322,IDAHO STATE HOSPITAL SOUTH,700 EAST ALICE STREET,BLACKFOOT,ID,83221,GOVERNMENT - STATE,120.0,2.3
1323,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,PROPRIETARY,205.0,2.3
1324,GREAT FALLS CLINIC MEDICAL CENTER,1411 9TH ST SOUTH,GREAT FALLS,MT,59405,PROPRIETARY,19.0,N/A
1325,HEALTH CENTER NORTHWEST,320 SUNNYVIEW LN,KALISPELL,MT,59901,NOT AVAILABLE,28.0,N/A
1326,MONTANA STATE HOSPITAL,WARM SPRINGS CAMPUS,WARM SPRINGS,MT,59756,GOVERNMENT - STATE,174.0,3.3
1327,ACADIA MONTANA,55 BASIN CREEK ROAD,BUTTE,MT,59701,PROPRIETARY,108.0,1.4
1328,LAKEVIEW CENTER - PSYCHIATRIC HOSPITAL,1201 W HERNANDEZ ST,PENSACOLA,FL,32501,NOT AVAILABLE,16.0,N/A
1329,HIGH POINT TREATMENT CENTER,5960 SW 106TH AVE,COOPER CITY,FL,33328,NOT AVAILABLE,88.0,N/A
1330,NEMOURS CHILDREN'S HOSPITAL,13535 NEMOURS PKWY,ORLANDO,FL,32827,NOT AVAILABLE,100.0,4.0
1331,HEALTHSOUTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,831 S STATE RD 434,ALTAMONTE SPRINGS,FL,32714,PROPRIETARY,50.0,3.1
1332,BETHESDA HOSPITAL WEST,9655 W BOYNTON BEACH BLVD,BOYNTON BEACH,FL,33472,NON-PROFIT,401.0,3.0
1333,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,PROPRIETARY,422.0,3.6
1334,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,PROPRIETARY,120.0,3.2
1335,BAYFRONT HEALTH DADE CITY,13100 FORT KING RD,DADE CITY,FL,33525,PROPRIETARY,120.0,2.8
1336,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,"301 MEMORIAL MEDICAL PARKWAY,11TH FLOOR",DAYTONA BEACH,FL,32117,PROPRIETARY,34.0,3.7
1337,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,PROPRIETARY,536.0,2.2
1338,PARK ROYAL HOSPITAL,9241 PARK ROYAL DR,FORT MYERS,FL,33908,PROPRIETARY,114.0,2.0
1339,PROMISE HOSPITAL OF FORT MYERS,3050 CHAMPION RING RD,FORT MYERS,FL,33905,PROPRIETARY,60.0,N/A
1340,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,HIALEAH,FL,33012,PROPRIETARY,247.0,2.7
1341,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,1201 N 37TH AVE,HOLLYWOOD,FL,33021,PROPRIETARY,50.0,3.1
1342,UF HEALTH JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,NON-PROFIT,603.0,2.3
1343,POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,34758,PROPRIETARY,76.0,3.7
1344,LIFESTREAM BEHAVIORAL CENTER,2020 TALLY RD,LEESBURG,FL,34748,NON-PROFIT,46.0,1.7
1345,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS,1475 NW 12TH AVE,MIAMI,FL,33136,NON-PROFIT,40.0,N/A
1346,MERCY HOSPITAL,3663 S MIAMI AVE,MIAMI,FL,33133,NON-PROFIT,488.0,3.2
1347,ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,1670 ST. VINCENT'S WAY,MIDDLEBURG,FL,32068,NON-PROFIT,106.0,2.8
1348,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,11190 HEALTHPARK BLVD,NAPLES,FL,34110,NON-PROFIT,322.0,N/A
1349,PHYSICIANS REGIONAL - COLLIER BOULEVARD,8300 COLLIER BLVD,NAPLES,FL,34114,PROPRIETARY,100.0,4.3
1350,PHYSICIANS REGIONAL - PINE RIDGE,6101 PINE RIDGE RD,NAPLES,FL,34119,PROPRIETARY,101.0,N/A
1351,HEALTHSOUTH REHABILITATION HOSPITAL OF OCALA,2275 SW 22ND LANE,OCALA,FL,34471,PROPRIETARY,60.0,4.1
1352,ASPIRE HEALTH PARTNERS INC,1800 MERCY DR,ORLANDO,FL,32808,NON-PROFIT,90.0,1.9
1353,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,PROPRIETARY,254.0,3.1
1354,TRADITION MEDICAL CENTER,10000 SW INNOVATION WAY,PORT SAINT LUCIE,FL,34987,NON-PROFIT,177.0,2.6
1355,ST. JOSEPH'S HOSPITAL SOUTH,6901 SIMMONS LOOP,RIVERVIEW,FL,33578,NON-PROFIT,114.0,4.1
1356,HEALTHSOUTH REHABILITATION HOSPITAL AT MARTIN HEALTH,5850 SE COMMUNITY DR,STUART,FL,34997,PROPRIETARY,54.0,4.1
1357,ST JOSEPH'S HOSPITAL,3001 W DR. MARTIN LUTHER KING JR BLVD,TAMPA,FL,33607,NON-PROFIT,780.0,4.2
1358,FLORIDA HOSPITAL WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,FL,33544,NON-PROFIT,145.0,3.0
1359,NORTH TAMPA BEHAVIORAL HEALTH,29910 SR 56,WESLEY CHAPEL,FL,33543,PROPRIETARY,126.0,2.1
1360,WINTER HAVEN WOMEN'S HOSPITAL,101 AVE O SE,WINTER HAVEN,FL,33880,NON-PROFIT,61.0,4.6
1361,ARNOLD PALMER HOSPITAL FOR CHILDREN,92 W MILLER ST,ORLANDO,FL,32806,NON-PROFIT,506.0,N/A
1362,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,6601 CENTRAL FLORIDA PKWY,ORLANDO,FL,32821,PROPRIETARY,174.0,2.6
1363,DR P PHILLIPS HOSPITAL,9400 TURKEY LAKE RD,ORLANDO,FL,32819,NON-PROFIT,237.0,N/A
1364,FLORIDA HOSPITAL ORLANDO,601 E ROLLINS ST,ORLANDO,FL,32803,NON-PROFIT,1368.0,N/A
1365,FLORIDA HOSPITAL APOPKA,201 N PARK AVE,APOPKA,FL,32703,NON-PROFIT,120.0,N/A
1366,FLORIDA HOSPITAL EAST ORLANDO,7727 LAKE UNDERHILL RD,ORLANDO,FL,32822,NON-PROFIT,295.0,2.7
1367,HEALTH CENTRAL,10000 W COLONIAL DR,OCOEE,FL,34761,GOVERNMENT - DISTRICT/AUTHORITY,211.0,3.0
1368,LA AMISTAD RESIDENTIAL TREATMENT CENTER,1650 PARK AVE N,MAITLAND,FL,32751,PROPRIETARY,40.0,3.7
1369,SELECT SPECIALTY HOSPITAL - ORLANDO NORTH,2250 BEDFORD RD,ORLANDO,FL,32803,PROPRIETARY,35.0,4.2
1370,SELECT SPECIALTY HOSPITAL - ORLANDO SOUTH,5579 S ORANGE AVE,ORLANDO,FL,32809,PROPRIETARY,64.0,4.1
1371,UNIVERSITY BEHAVIORAL CENTER,2500 DISCOVERY DR,ORLANDO,FL,32826,PROPRIETARY,112.0,2.2
1372,WINTER PARK MEMORIAL HOSPITAL,200 N LAKEMONT AVE,WINTER PARK,FL,32792,NON-PROFIT,320.0,3.2
1373,FLORIDA HOSPITAL CELEBRATION HEALTH,400 CELEBRATION PLACE,CELEBRATION,FL,34747,NON-PROFIT,237.0,3.4
1374,FLORIDA HOSPITAL KISSIMMEE,2450 N ORANGE BLOSSOM TRL,KISSIMMEE,FL,34744,NON-PROFIT,162.0,2.9
1375,OSCEOLA REGIONAL MEDICAL CENTER,700 W OAK ST,KISSIMMEE,FL,34741,PROPRIETARY,396.0,2.9
1376,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH ST,SAINT CLOUD,FL,34769,PROPRIETARY,84.0,N/A
1377,BETHESDA MEMORIAL HOSPITAL,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,NON-PROFIT,401.0,2.7
1378,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,PROPRIETARY,333.0,3.7
1379,JFK MEDICAL CENTER,5301 S CONGRESS AVE,ATLANTIS,FL,33462,PROPRIETARY,486.0,3.8
1380,WEST PALM HOSPITAL,2201 45TH ST,WEST PALM BEACH,FL,33407,PROPRIETARY,245.0,3.7
1381,KINDRED HOSPITAL PALM BEACHES,5555 W BLUE HERON BLVD,RIVIERA BEACH,FL,33418,PROPRIETARY,70.0,4.2
1382,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,FL,33430,GOVERNMENT - DISTRICT/AUTHORITY,70.0,3.0
1383,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,PROPRIETARY,199.0,3.3
1384,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,FL,33470,PROPRIETARY,204.0,4.1
1385,SELECT SPECIALTY HOSPITAL - PALM BEACH,3060 MELALEUCA LANE,LAKE WORTH,FL,33461,PROPRIETARY,60.0,3.7
1386,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,PROPRIETARY,460.0,3.5
1387,WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,PROPRIETARY,233.0,3.5
1388,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,PROPRIETARY,99.0,3.7
1389,FLORIDA HOSPITAL WATERMAN,1000 WATERMAN WAY,TAVARES,FL,32778,NON-PROFIT,269.0,2.8
1390,SOUTH LAKE HOSPITAL,1900 DON WICKHAM DR,CLERMONT,FL,34711,GOVERNMENT - DISTRICT/AUTHORITY,170.0,3.5
1391,HEALTHSOUTH TREASURE COAST REHABILITATION,1600 37TH ST,VERO BEACH,FL,32960,PROPRIETARY,80.0,4.4
1392,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,NON-PROFIT,332.0,N/A
1393,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32958,PROPRIETARY,154.0,4.1
1394,SACRED HEART HOSPITAL ON THE GULF,3801 E HWY 98,PORT SAINT JOE,FL,32456,NON-PROFIT,19.0,N/A
1395,ALL CHILDREN'S HOSPITAL,501 6TH AVE S,SAINT PETERSBURG,FL,33701,NON-PROFIT,259.0,3.9
1396,FLORIDA HOSPITAL NORTH PINELLAS,1395 S PINELLAS AVE,TARPON SPRINGS,FL,34689,NON-PROFIT,168.0,3.3
1397,HEALTHSOUTH REHABILITATION HOSPITAL,901 N CLEARWATER/LARGO RD,LARGO,FL,33770,PROPRIETARY,70.0,3.7
1398,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,3030 6TH ST S,SAINT PETERSBURG,FL,33705,PROPRIETARY,82.0,4.5
1399,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,PROPRIETARY,256.0,4.1
1400,LARGO MEDICAL CENTER - INDIAN ROCKS,2025 INDIAN ROCKS RD,LARGO,FL,33774,NON-PROFIT,169.0,2.2
1401,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,NON-PROFIT,311.0,4.4
1402,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,NON-PROFIT,120.0,4.2
1403,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,NON-PROFIT,613.0,4.4
1404,NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,PROPRIETARY,288.0,3.5
1405,ST ANTHONYS HOSPITAL,1200 7TH AVE N,SAINT PETERSBURG,FL,33705,NON-PROFIT,393.0,4.1
1406,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,FL,33710,PROPRIETARY,215.0,4.1
1407,WINDMOOR HEALTHCARE OF CLEARWATER,11300 US HWY 19 N,CLEARWATER,FL,33764,PROPRIETARY,144.0,3.0
1408,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,4200 SUN N LAKE BLVD,SEBRING,FL,33872,NON-PROFIT,147.0,2.6
1409,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER AT LAKE PLACID,1210 US 27 N,LAKE PLACID,FL,33852,NON-PROFIT,50.0,3.1
1410,HIGHLANDS REGIONAL MEDICAL CENTER,3600 S HIGHLANDS AVE,SEBRING,FL,33870,PROPRIETARY,126.0,2.7
1411,FLORIDA HOSPITAL CARROLLWOOD,7171 N DALE MABRY HWY,TAMPA,FL,33614,NON-PROFIT,103.0,2.9
1412,H LEE MOFFITT CANCER CTR & RESEARCH INST,12902 MAGNOLIA DR,TAMPA,FL,33612,NON-PROFIT,206.0,4.3
1413,KINDRED HOSPITAL-BAY AREA-TAMPA,4555 S MANHATTAN AVE,TAMPA,FL,33611,PROPRIETARY,73.0,4.6
1414,KINDRED HOSPITAL-CENTRAL TAMPA,4801 N HOWARD AVE,TAMPA,FL,33603,PROPRIETARY,102.0,4.3
1415,SHRINERS HOSPITALS FOR CHILDREN - TAMPA,12502 USF PINE DR,TAMPA,FL,33612,NON-PROFIT,60.0,4.7
1416,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,PROPRIETARY,138.0,2.3
1417,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,NON-PROFIT,147.0,4.1
1418,ST JOSEPH'S HOSPITAL BEHAVIORAL HEALTH CENTER,4918 HABANA AVE,TAMPA,FL,33607,NON-PROFIT,780.0,2.6
1419,ST JOSEPH'S HOSPITAL NORTH,4211 VAN DYKE RD,LUTZ,FL,33558,NON-PROFIT,108.0,4.3
1420,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,NON-PROFIT,1010.0,3.3
1421,HENDRY REGIONAL MEDICAL CENTER,524 W SAGAMORE AVE,CLEWISTON,FL,33440,GOVERNMENT - DISTRICT/AUTHORITY,25.0,2.6
1422,HEALTHSOUTH REHABILITATION HOSPITAL OF SPRING HILL,12440 CORTEZ BLVD,BROOKSVILLE,FL,34613,PROPRIETARY,80.0,3.7
1423,SPRINGBROOK HOSPITAL,7007 GROVE RD,BROOKSVILLE,FL,34609,NON-PROFIT,66.0,1.9
1424,LAKE BUTLER HOSPITAL HAND SURGERY CENTER,850 E MAIN ST,LAKE BUTLER,FL,32054,PROPRIETARY,25.0,4.1
1425,WILLOUGH AT NAPLES HOSPITAL,9001 TAMIAMI TRL E,NAPLES,FL,34113,PROPRIETARY,87.0,3.4
1426,DOCTORS MEMORIAL HOSPITAL,333 N BYRON BUTLER PKWY,PERRY,FL,32348,PROPRIETARY,48.0,2.7
1427,BAYFRONT HEALTH SPRING HILL,10461 QUALITY DR,SPRING HILL,FL,34609,PROPRIETARY,124.0,3.3
1428,TAMPA COMMUNITY HOSPITAL,6001 WEBB RD,TAMPA,FL,33615,PROPRIETARY,201.0,2.5
1429,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,ARCADIA,FL,34266,NON-PROFIT,49.0,3.8
1430,COMPLEX CARE HOSPITAL AT RIDGELAKE,6150 EDGELAKE DR,SARASOTA,FL,34240,PROPRIETARY,40.0,3.4
1431,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233,PROPRIETARY,155.0,3.6
1432,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,FL,34223,PROPRIETARY,100.0,4.3
1433,HEALTHSOUTH REHABILITATION HOSPITAL OF SARASOTA,6400 EDGELAKE DR,SARASOTA,FL,34240,PROPRIETARY,96.0,4.1
1434,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,GOVERNMENT - DISTRICT/AUTHORITY,829.0,4.1
1435,VENICE REGIONAL MEDICAL CENTER,540 THE RIALTO,VENICE,FL,34285,PROPRIETARY,312.0,4.4
1436,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,PROPRIETARY,221.0,3.9
1437,FLORIDA HOSPITAL ALTAMONTE,601 E ALTAMONTE DR,ALTAMONTE SPRINGS,FL,32701,NON-PROFIT,393.0,3.2
1438,SOUTH SEMINOLE HOSPITAL,555 W STATE RD 434,LONGWOOD,FL,32750,PROPRIETARY,237.0,3.5
1439,PORT ST LUCIE HOSPITAL,2550 SE WALTON RD,PORT SAINT LUCIE,FL,34952,PROPRIETARY,75.0,3.8
1440,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,PORT SAINT LUCIE,FL,34952,PROPRIETARY,229.0,4.2
1441,"VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,NON-PROFIT,299.0,1.4
1442,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,GOVERNMENT - DISTRICT/AUTHORITY,291.0,2.6
1443,GULF COAST MEDICAL CENTER LEE MEMORIAL H,13681 DOCTORS WAY,FORT MYERS,FL,33912,GOVERNMENT - DISTRICT/AUTHORITY,356.0,3.0
1444,HEALTHPARK MEDICAL CENTER,9981 HEALTHPARK CIR,FORT MYERS,FL,33908,GOVERNMENT - DISTRICT/AUTHORITY,496.0,3.4
1445,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,LEHIGH ACRES,FL,33936,PROPRIETARY,88.0,2.1
1446,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,NON-PROFIT,335.0,2.7
1447,FLORIDA HOSPITAL DELAND,701 W PLYMOUTH AVE,DELAND,FL,32721,NON-PROFIT,164.0,3.3
1448,FLORIDA HOSPITAL FISH MEMORIAL,1055 SAXON BLVD,ORANGE CITY,FL,32763,NON-PROFIT,179.0,2.8
1449,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,301 MEMORIAL MEDICAL PKWY,DAYTONA BEACH,FL,32117,NON-PROFIT,327.0,N/A
1450,FLORIDA HOSPITAL OCEANSIDE,264 S ATLANTIC AVE,ORMOND BEACH,FL,32176,NON-PROFIT,80.0,2.7
1451,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,WILLISTON,FL,32696,PROPRIETARY,40.0,2.6
1452,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,GOVERNMENT - DISTRICT/AUTHORITY,558.0,2.7
1453,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,1041 DUNLAWTON AVE,PORT ORANGE,FL,32127,GOVERNMENT - DISTRICT/AUTHORITY,558.0,2.3
1454,HALIFAX PSYCHIATRIC CENTER-NORTH,841 JIMMY ANN DR,DAYTONA BEACH,FL,32117,GOVERNMENT - DISTRICT/AUTHORITY,30.0,2.1
1455,FLORIDA HOSPITAL AT CONNERTON LONG TERM,9441 HEALTH CENTER DR,LAND O LAKES,FL,34637,NON-PROFIT,50.0,3.9
1456,FLORIDA HOSPITAL ZEPHYRHILLS,7050 GALL BLVD,ZEPHYRHILLS,FL,33541,NON-PROFIT,149.0,3.3
1457,MEDICAL CENTER OF TRINITY WEST PASCO CAM,5637 MARINE PKWY,NEW PORT RICHEY,FL,34652,PROPRIETARY,46.0,2.7
1458,MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON ST,NEW PORT RICHEY,FL,34652,NON-PROFIT,150.0,3.9
1459,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,PROPRIETARY,290.0,3.8
1460,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,DAVENPORT,FL,33837,PROPRIETARY,193.0,2.7
1461,LAKE WALES MEDICAL CENTER,410 S 11TH ST,LAKE WALES,FL,33853,PROPRIETARY,160.0,2.8
1462,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,NON-PROFIT,849.0,3.0
1463,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,NON-PROFIT,458.0,3.6
1464,GEORGE E WEEMS MEMORIAL HOSPITAL,135 AVE G,APALACHICOLA,FL,32329,PROPRIETARY,25.0,2.9
1465,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164,NON-PROFIT,99.0,2.8
1466,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CSWY,COCOA BEACH,FL,32931,NON-PROFIT,150.0,3.3
1467,CIRCLES OF CARE,400 E SHERIDAN RD,MELBOURNE,FL,32901,NON-PROFIT,52.0,1.9
1468,DEVEREUX HOSPITAL AND CHILDREN'S CENTER OF FLORIDA,8000 DEVEREUX DR,VIERA,FL,32940,NON-PROFIT,100.0,2.6
1469,HEALTHSOUTH SEA PINES REHABILITATION HOSPITAL,101 E FLORIDA AVE,MELBOURNE,FL,32901,PROPRIETARY,90.0,3.9
1470,KINDRED HOSPITAL MELBOURNE,765 W NASA BLVD,MELBOURNE,FL,32901,PROPRIETARY,60.0,4.1
1471,PALM BAY HOSPITAL,1425 MALABAR RD NE,PALM BAY,FL,32907,NON-PROFIT,138.0,3.0
1472,VIERA HOSPITAL,8745 N WICKHAM RD,MELBOURNE,FL,32940,NON-PROFIT,84.0,3.2
1473,WUESTHOFF MEDICAL CENTER-MELBOURNE,250 N WICKHAM RD,MELBOURNE,FL,32935,PROPRIETARY,119.0,N/A
1474,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,PROPRIETARY,298.0,3.4
1475,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,PROPRIETARY,432.0,4.0
